,index,genres,id,keywords,original_title,release_date,revenue,status,title,cast,director
1497,1512,'Drama Thriller Crime',59,'robbery double life dual identity small town indiana','A History of Violence',2005-09-23,60740827,Released,'A History of Violence','Viggo Mortensen Maria Bello Heidi Hayes Ashton Holmes William Hurt','David Cronenberg'
1498,1513,'Action Thriller Crime',9335,'martial arts war on drugs kidnapping bodyguard baby-snatching','Transporter 2',2005-08-02,85167639,Released,'Transporter 2','Jason Statham Amber Valletta Kate Nauta Alessandro Gassman Fran\\u00e7ois Berl\\u00e9and','Louis Leterrier'
1499,1514,'Action Western',12106,'gunslinger revenge prairie shootout pistol','The Quick and the Dead',1995-02-09,18552460,Released,'The Quick and the Dead','Sharon Stone Gene Hackman Russell Crowe Leonardo DiCaprio Tobin Bell','Sam Raimi'
1500,1515,'Action Comedy Romance Thriller',11141,'irland rock star court case rivalry falling in love','Laws of Attraction',2004-04-04,30016165,Released,'Laws of Attraction','Pierce Brosnan Julianne Moore Michael Sheen Parker Posey Frances Fisher','Peter Howitt'
1501,1516,Drama,8649,'new york coma ambulance night life drug addiction','Bringing Out the Dead',1999-10-22,0,Released,'Bringing Out the Dead','Nicolas Cage Patricia Arquette John Goodman Ving Rhames Tom Sizemore','Martin Scorsese'
1502,1517,'Action Science Fiction Thriller Crime',31867,'dystopia evil corporation repo man aftercreditsstinger','Repo Men',2010-03-18,18409891,Released,'Repo Men','Jude Law Forest Whitaker Alice Braga Liev Schreiber Carice van Houten','Miguel Sapochnik'
1503,1518,'Fantasy Drama Horror Action Thriller',10253,'giant snake korea building dagger south korea',디워,2007-02-08,53587404,Released,'Dragon Wars: D-War','Jason Behr Robert Forster Aimee Garcia Chris Mulkey Elizabeth Pe\\u00f1a','Shim Hyung-Rae'
1504,1519,'Fantasy Comedy Family',3587,'circus magic aunt imaginary friend',Bogus,1996-09-06,0,Released,Bogus,'Whoopi Goldberg G\\u00e9rard Depardieu Haley Joel Osment Ute Lemper Andrea Martin','Norman Jewison'
1505,1520,Comedy,124459,'magic las vegas','The Incredible Burt Wonderstone',2013-03-14,27437881,Released,'The Incredible Burt Wonderstone','Steve Carell Jim Carrey Steve Buscemi Olivia Wilde James Gandolfini','Don Scardino'
1506,1521,'Animation Comedy Family Music',24662,'dance musical furry talking animal anthropomorphism','Cats Don\'t Dance',1997-03-26,3566637,Released,'Cats Don\'t Dance','Scott Bakula Jasmine Guy Natalie Cole Ashley Peldon Lindsay Ridgeway','Mark Dindal'
1507,1522,Drama,32274,?,'Cradle Will Rock',1999-12-10,0,Released,'Cradle Will Rock','Hank Azaria Rub\\u00e9n Blades Joan Cusack John Cusack Bill Murray','Tim Robbins'
1508,1523,'War Crime Drama Mystery Romance',182,'berlin corruption nazi background love of one\'s life chauffeur','The Good German',2006-12-08,5914908,Released,'The Good German','George Clooney Cate Blanchett Tobey Maguire Tony Curran Leland Orser','Steven Soderbergh'
1509,1524,Adventure,5494,'swordplay hero sword dragon','George and the Dragon',2004-03-28,0,Released,'George and the Dragon','James Purefoy Piper Perabo Patrick Swayze Michael Clarke Duncan Bill Treacher','Tom Reeve'
1510,1525,'Drama War',28,'guerrilla river vietnam vietcong cambodia','Apocalypse Now',1979-08-15,89460381,Released,'Apocalypse Now','Martin Sheen Marlon Brando Robert Duvall Frederic Forrest Sam Bottoms','Francis Ford Coppola'
1511,1526,'Comedy Drama Romance',38073,'male nudity sex san francisco waitress newspaper','Going the Distance',2010-09-01,42045846,Released,'Going the Distance','Drew Barrymore Justin Long Charlie Day Jason Sudeikis Christina Applegate','Nanette Burstein'
1512,1527,'Music Drama Family',2054,'composer mentor deaf-mute musical apprentice','Mr. Holland\'s Opus',1995-12-29,106269971,Released,'Mr. Holland\'s Opus','Richard Dreyfuss Glenne Headly Jay Thomas Olympia Dukakis William H. Macy','Stephen Herek'
1513,1528,Action,302156,'cia memory convict implant',Criminal,2016-04-14,14708696,Released,Criminal,'Kevin Costner Gary Oldman Tommy Lee Jones Ryan Reynolds Jordi Moll\\u00e0','Ariel Vromen'
1514,1529,Drama,606,'dancing train station denmark fire cemetery','Out of Africa',1985-12-20,128499205,Released,'Out of Africa','Meryl Streep Robert Redford Klaus Maria Brandauer Michael Kitchen Malick Bowens','Sydney Pollack'
1515,1530,Drama,87502,'confession airplane f word hangover airplane crash',Flight,2012-11-02,161772375,Released,Flight,'Denzel Washington Don Cheadle Bruce Greenwood Kelly Reilly John Goodman','Robert Zemeckis'
1516,1531,'Action Adventure Thriller Science Fiction',698,'venice mass murder space marine space suit marcus square',Moonraker,1979-06-26,210308099,Released,Moonraker,'Roger Moore Lois Chiles Michael Lonsdale Corinne Cl\\u00e9ry Richard Kiel','Lewis Gilbert'
1517,1532,'Comedy Drama',120467,'hotel painting wartime gunfight theft','The Grand Budapest Hotel',2014-02-26,174600318,Released,'The Grand Budapest Hotel','Ralph Fiennes Tony Revolori F. Murray Abraham Mathieu Amalric Adrien Brody','Wes Anderson'
1518,1533,'Drama Mystery',11313,'american football billard baseball bat richard nixon psychic power','Hearts in Atlantis',2001-09-07,24185781,Released,'Hearts in Atlantis','Anthony Hopkins Anton Yelchin Hope Davis Mika Boorem David Morse','Scott Hicks'
1519,1534,'Comedy Horror',6488,'small town outbreak exterminator spider bite creature feature',Arachnophobia,1990-08-09,53208180,Released,Arachnophobia,'Jeff Daniels Harley Jane Kozak Garette Ratliff Henson Marlene Katz Julian Sands','Frank Marshall'
1520,1535,'Crime Drama Science Fiction Thriller',10559,'new york mother detective baseball radio',Frequency,2000-04-28,68106245,Released,Frequency,'Dennis Quaid Jim Caviezel Andre Braugher Elizabeth Mitchell Noah Emmerich','Gregory Hoblit'
1521,1536,Comedy,296099,'route 66 grand canyon cow vacation road trip',Vacation,2015-07-28,104384188,Released,Vacation,'Ed Helms Christina Applegate Skyler Gisondo Steele Stebbins Chris Hemsworth','John Francis Daley'
1522,1537,'Comedy Thriller Crime',8012,'gambling miami based on novel job murder','Get Shorty',1995-10-20,115101622,Released,'Get Shorty','John Travolta Gene Hackman Rene Russo Danny DeVito Dennis Farina','Barry Sonnenfeld'
1523,1538,'Action Comedy Crime Drama Music',1574,'chicago based on stage musical prison matron jazz age nude man murdered',Chicago,2002-12-26,306776732,Released,Chicago,'Catherine Zeta-Jones Ren\\u00e9e Zellweger Queen Latifah Richard Gere Christine Baranski','Rob Marshall'
1524,1539,'Comedy Drama',9032,'bachelor law vomit syracuse university law school','Big Daddy',1999-06-25,234801895,Released,'Big Daddy','Adam Sandler Joey Lauren Adams Kristy Swanson Cole Sprouse Jon Stewart','Dennis Dugan'
1525,1540,'Comedy Romance',2770,'sex party summer beach house group of friends','American Pie 2',2001-08-10,287553595,Released,'American Pie 2','Jason Biggs Thomas Ian Nicholas Chris Klein Seann William Scott Eddie Kaye Thomas','J.B. Rogers'
1526,1541,'Animation Comedy Family',862,'jealousy toy boy friendship friends','Toy Story',1995-10-30,373554033,Released,'Toy Story','Tom Hanks Tim Allen Don Rickles Jim Varney Wallace Shawn','John Lasseter'
1527,1542,'Action Adventure Crime',1637,'bomb airport bus bus ride highway',Speed,1994-06-09,350448145,Released,Speed,'Keanu Reeves Dennis Hopper Sandra Bullock Joe Morton Jeff Daniels','Jan de Bont'
1528,1543,'Drama Romance',72570,'coma amnesia based on true story memory loss car accident','The Vow',2012-02-05,196114570,Released,'The Vow','Rachel McAdams Channing Tatum Sam Neill Scott Speedman Jessica Lange','Michael Sucsy'
1529,1544,Drama,27569,?,'Extraordinary Measures',2010-01-21,15134293,Released,'Extraordinary Measures','Harrison Ford Brendan Fraser Keri Russell Courtney B. Vance Meredith Droeger','Tom Vaughan'
1530,1545,Drama,10637,'ku klux klan american football trainer sports team race politics','Remember the Titans',2000-09-29,136706683,Released,'Remember the Titans','Denzel Washington Will Patton Ryan Hurst Wood Harris Hayden Panettiere','Boaz Yakin'
1531,1546,'Action Adventure Thriller',1669,'submarine cold war russian defection jack ryan','The Hunt for Red October',1990-03-02,199200000,Released,'The Hunt for Red October','Alec Baldwin Sean Connery Scott Glenn Sam Neill James Earl Jones','John McTiernan'
1532,1547,Drama,132363,'white house butler biography civil rights','The Butler',2013-08-16,115922175,Released,'The Butler','Forest Whitaker David Banner Michael Rainey Jr. LaJessie Smith Mariah Carey','Lee Daniels'
1533,1548,Comedy,9472,'underdog competition bank bar ball','DodgeBall: A True Underdog Story',2004-06-18,167722310,Released,'DodgeBall: A True Underdog Story','Vince Vaughn Christine Taylor Ben Stiller Rip Torn Justin Long','Rawson Marshall Thurber'
1534,1549,'Horror Comedy Fantasy',2907,'dead wish vampire black humor uncle eccentric','The Addams Family',1991-11-22,191502426,Released,'The Addams Family','Ra\\u00fal Juli\\u00e1 Anjelica Huston Christopher Lloyd Christina Ricci Carel Struycken','Barry Sonnenfeld'
1535,1550,'Crime Comedy Adventure',9273,'africa indigenous human animal relationship bat','Ace Ventura: When Nature Calls',1995-11-10,212385533,Released,'Ace Ventura: When Nature Calls','Jim Carrey Ian McNeice Simon Callow Maynard Eziashi Bob Gunton','Steve Oedekerk'
1536,1551,'Comedy Family Romance',9880,'heir to the throne grandmother granddaughter relationship high school princess royalty','The Princess Diaries',2001-08-03,165335153,Released,'The Princess Diaries','Anne Hathaway Julie Andrews Heather Matarazzo Robert Schwartzman H\\u00e9ctor Elizondo','Garry Marshall'
1537,1552,Comedy,2925,'divorce divorced woman reunited friends','The First Wives Club',1996-09-20,116400000,Released,'The First Wives Club','Goldie Hawn Bette Midler Diane Keaton Maggie Smith Dan Hedaya','Hugh Wilson'
1538,1553,'Crime Mystery Thriller',807,'self-fulfilling prophecy detective s.w.a.t. drug dealer evisceration',Se7en,1995-09-22,327311859,Released,Se7en,'Brad Pitt Morgan Freeman Gwyneth Paltrow John C. McGinley Kevin Spacey','David Fincher'
1539,1554,'Science Fiction',17654,'slum street gang mutation south africa johannesburg','District 9',2009-08-05,210819611,Released,'District 9','Sharlto Copley Jason Cope Nathalie Boltt Sylvaine Strike Elizabeth Mkandawie','Neill Blomkamp'
1540,1555,'Animation Comedy Family',11836,'ocean sea star water freeze','The SpongeBob SquarePants Movie',2004-11-14,140161792,Released,'The SpongeBob SquarePants Movie','Tom Kenny Clancy Brown Rodger Bumpass Bill Fagerbakke Carolyn Lawrence','Stephen Hillenburg'
1541,1556,'Thriller Crime Drama Mystery',322,'child abuse sexual abuse loss of child repayment suppressed past','Mystic River',2003-10-07,156822020,Released,'Mystic River','Sean Penn Tim Robbins Kevin Bacon Laurence Fishburne Marcia Gay Harden','Clint Eastwood'
1542,1557,Drama,70,'transporter suicide attempt strong woman boxer dying and death','Million Dollar Baby',2004-12-15,216763646,Released,'Million Dollar Baby','Clint Eastwood Hilary Swank Morgan Freeman Jay Baruchel Mike Colter','Clint Eastwood'
1543,1558,'Comedy Crime',9535,'new york mafia boss wedding psychiatrist','Analyze This',1999-03-05,176885658,Released,'Analyze This','Robert De Niro Billy Crystal Lisa Kudrow Chazz Palminteri Joe Viterelli','Harold Ramis'
1544,1559,'Romance Drama',11036,'poem river sadness fight love of one\'s life','The Notebook',2004-06-25,115603229,Released,'The Notebook','Rachel McAdams Ryan Gosling Gena Rowlands James Garner Sam Shepard','Nick Cassavetes'
1545,1560,'Comedy Romance',6557,'lovesickness newspaper bar sister sister relationship new love','27 Dresses',2008-01-10,160259319,Released,'27 Dresses','Katherine Heigl James Marsden Malin \\u00c5kerman Judy Greer Edward Burns','Anne Fletcher'
1546,1561,'Comedy Drama Family Music Romance',18126,'double life pop star musical tennessee teenage girl','Hannah Montana: The Movie',2009-04-10,155545279,Released,'Hannah Montana: The Movie','Miley Cyrus Billy Ray Cyrus Emily Osment Jason Earles Taylor Swift','Peter Chelsom'
1547,1562,'Adventure Animation Comedy Family',16340,'paris invention','Rugrats in Paris: The Movie',2000-09-14,103,Released,'Rugrats in Paris: The Movie','E.G. Daily Susan Sarandon John Lithgow Tara Strong Cheryl Chase','Stig Bergqvist'
1548,1563,'Drama Romance',10333,'american football trainer twin sister suppressed past psychiatrist','The Prince of Tides',1991-12-25,74787599,Released,'The Prince of Tides','Nick Nolte Barbra Streisand Blythe Danner Kate Nelligan Jeroen Krabb\\u00e9','Barbra Streisand'
1549,1564,'Adventure Drama Romance War',4476,'brother brother relationship montana based on novel world war i journey round the world','Legends of the Fall',1994-12-16,160638883,Released,'Legends of the Fall','Brad Pitt Anthony Hopkins Aidan Quinn Julia Ormond Henry Thomas','Edward Zwick'
1550,1565,'Drama Romance',22947,'suitcase business omaha on the road downsizing','Up in the Air',2009-09-05,163670000,Released,'Up in the Air','George Clooney Vera Farmiga Anna Kendrick Jason Bateman Melanie Lynskey','Jason Reitman'
1551,1566,'Drama Comedy',2755,'wife husband relationship channel surfing mullet spiritual journey life changing','About Schmidt',2002-12-13,105834556,Released,'About Schmidt','Jack Nicholson Kathy Bates Hope Davis Dermot Mulroney June Squibb','Alexander Payne'
1552,1567,'Horror Comedy Romance',82654,'post-apocalyptic dystopia zombie zombie apocalypse interspecies romance','Warm Bodies',2013-01-31,116980662,Released,'Warm Bodies','Nicholas Hoult Teresa Palmer Analeigh Tipton Rob Corddry Dave Franco','Jonathan Levine'
1553,1568,'Action Thriller Science Fiction',59967,'suicide assassin drug addiction future time travel',Looper,2012-09-26,47042000,Released,Looper,'Joseph Gordon-Levitt Bruce Willis Emily Blunt Paul Dano Noah Segan','Rian Johnson'
1554,1569,'Fantasy Comedy Science Fiction Romance',16300,?,'Down to Earth',2001-02-16,0,Released,'Down to Earth','Chris Rock Regina King Chazz Palminteri Eugene Levy Frankie Faison','Chris Weitz'
1555,1570,'Fantasy Drama Comedy Family',9598,'sheep pig affection piglet heroism',Babe,1995-07-18,254134910,Released,Babe,'Christine Cavanaugh Miriam Margolyes Danny Mann Hugo Weaving Miriam Flynn','Chris Noonan'
1556,1571,'Drama Comedy Romance',82696,'renewing wedding vows marriage counselling','Hope Springs',2012-08-07,114281051,Released,'Hope Springs','Meryl Streep Steve Carell Tommy Lee Jones Jean Smart Marin Ireland','David Frankel'
1557,1572,'Comedy Romance Drama',9870,'hawaii one-night stand beauty','Forgetting Sarah Marshall',2008-04-17,105173115,Released,'Forgetting Sarah Marshall','Jason Segel Kristen Bell Mila Kunis Russell Brand Bill Hader','Nicholas Stoller'
1558,1573,'Action Crime',8292,'brother brother relationship robbery arbitrary law adoptive mother revenge','Four Brothers',2005-08-11,92374674,Released,'Four Brothers','Mark Wahlberg Tyrese Gibson Andr\\u00e9 Benjamin Garrett Hedlund Terrence Howard','John Singleton'
1559,1574,Comedy,8780,'pregnancy and birth surrogate mother','Baby Mama',2008-04-23,63833449,Released,'Baby Mama','Tina Fey Amy Poehler Dax Shepard Sigourney Weaver Greg Kinnear','Michael McCullers'
1560,1575,'Drama Romance',9715,'texas telegram despair leaving one\'s family funeral','Hope Floats',1998-05-29,0,Released,'Hope Floats','Sandra Bullock Harry Connick Jr. Gena Rowlands Mae Whitman Michael Par\\u00e9','Forest Whitaker'
1561,1576,Comedy,10521,'bride friendship engagement rivalry wedding','Bride Wars',2009-01-09,114663461,Released,'Bride Wars','Anne Hathaway Kate Hudson Bryan Greenberg Chris Pratt Steve Howey','Gary Winick'
1562,1577,'Action Adventure Comedy Thriller',10762,'death of a friend treasure hunt','Without a Paddle',2004-08-20,69631118,Released,'Without a Paddle','Seth Green Matthew Lillard Dax Shepard Antony Starr Andrew Hampton','Steven Brill'
1563,1578,'Comedy Fantasy Romance',10096,'new york photographer editor-in-chief wish michael jackson','13 Going on 30',2004-04-13,96455697,Released,'13 Going on 30','Jennifer Garner Mark Ruffalo Judy Greer Andy Serkis Kathy Baker','Gary Winick'
1564,1579,'Fantasy Comedy Romance',59436,'paris painter detective based on novel screenwriter','Midnight in Paris',2011-05-11,151119219,Released,'Midnight in Paris','Owen Wilson Rachel McAdams Kurt Fuller Mimi Kennedy Michael Sheen','Woody Allen'
1565,1580,'Animation Comedy Family Adventure',227783,'squirrel 3d','The Nut Job',2014-01-17,0,Released,'The Nut Job','Will Arnett Katherine Heigl Brendan Fraser Liam Neeson Stephen Lang','Peter Lepeniotis'
1566,1581,'Crime Drama',4133,'1970s war on drugs drug addiction drug traffic drug smuggle',Blow,2001-04-04,83282296,Released,Blow,'Johnny Depp Pen\\u00e9lope Cruz Ethan Suplee Ray Liotta Franka Potente','Ted Demme'
1567,1582,'Romance Drama',10207,'sailboat anonymous letter sailing love letter bottle','Message in a Bottle',1999-02-22,118880016,Released,'Message in a Bottle','Kevin Costner Robin Wright Paul Newman John Savage Illeana Douglas','Luis Mandoki'
1568,1583,'Science Fiction Action Adventure Thriller',172,'federation starfleet uss enterprise-a sha-ka-ree loss of brother','Star Trek V: The Final Frontier',1989-06-09,70200000,Released,'Star Trek V: The Final Frontier','William Shatner Leonard Nimoy DeForest Kelley James Doohan George Takei','William Shatner'
